Text_ID,StoryType,Day,Order,Speaker Name,Text,Background Image,Portrait,Side
141,Intro,3,141,金嫂,终于到了，我老早买的一批肥皂，拿去用吧。,BathHouse,Jinsao_portrait,L
142,Intro,3,142,小福,……老板进新货了吗？,BathHouse,XiaoFu,R
143,Intro,3,143,金嫂,广告写什么灵魂抛光，洁净啥的。不知道有没有那么好用，今天你可以试试。,BathHouse,Jinsao_portrait,L
144,Intro,3,144,小福,我会小心用的！,BathHouse,XiaoFu,R
145,Intro,3,145,我是旁白,获得了【高级肥皂】——解锁技能【灵魂抛光】！战斗中按钮显示为【终结】。,BathHouse,none,L
146,BeforeCombat,3,146,小福,欢迎光临！今天你是第一位哦哦哦哦！！,BathHouse,XiaoFu,R
147,BeforeCombat,3,147,新确诊鼠鼠,……你好。,BathHouse,PatientHamsternormal,L
148,BeforeCombat,3,148,小福,第一次来吗？,BathHouse,XiaoFu,R
149,BeforeCombat,3,149,新确诊鼠鼠,嗯…我路过，突然想搓个澡,BathHouse,PatientHamsternormal,L
150,BeforeCombat,3,150,小福,你看起来有点累。,BathHouse,XiaoFu,R
151,BeforeCombat,3,151,新确诊鼠鼠,是吗……可能最近没怎么睡。,BathHouse,PatientHamsternormal,L
152,BeforeCombat,3,152,金嫂,（递茶）先坐会儿。,BathHouse,Jinsao_portrait,L
153,BeforeCombat,3,153,新确诊鼠鼠,谢谢。,BathHouse,PatientHamsternormal,L
154,BeforeCombat,3,154,新确诊鼠鼠,（捧着茶，没喝）……我以前喝东西，不会想这么多的。,BathHouse,PatientHamsternormal,L
155,BeforeCombat,3,155,小福,现在不喜欢了吗？,BathHouse,XiaoFu,R
156,BeforeCombat,3,156,新确诊鼠鼠,也不是。就是……最近不管吃什么喝什么，脑子里都会有一个声音问：“这个行不行？”,BathHouse,PatientHamstersad,L
157,BeforeCombat,3,157,小福,发生什么了？,BathHouse,XiaoFu,R
158,BeforeCombat,3,158,新确诊鼠鼠,……我最近确诊了糖尿病。,BathHouse,PatientHamstersad,L
159,BeforeCombat,3,159,新确诊鼠鼠,我查了好多东西。什么能吃，什么要少吃，低血糖会是什么感觉，以后又要复查什么……,BathHouse,PatientHamsternormal,L
160,BeforeCombat,3,160,新确诊鼠鼠,我以为查清楚了就能安心。可是越查，越觉得每一条都连着另一条。,BathHouse,PatientHamsternormal,L
161,BeforeCombat,3,161,新确诊鼠鼠,就像……一团线，找不到头。,BathHouse,PatientHamstersad,L
162,BeforeCombat,3,162,金嫂,你是什么时候知道的？,BathHouse,Jinsao_portrait,L
163,BeforeCombat,3,163,新确诊鼠鼠,上个月。,BathHouse,PatientHamsternormal,L
164,BeforeCombat,3,164,新确诊鼠鼠,医生说“以后要长期管理”，我当时点了点头。但晚上回到家，坐在沙发上，坐了三个小时。,BathHouse,PatientHamsternormal,L
165,BeforeCombat,3,165,新确诊鼠鼠,脑子里一直在转：以后每天都要这样吗？一辈子？,BathHouse,PatientHamstersad,L
166,BeforeCombat,3,166,小福,那时候你在想什么？,BathHouse,XiaoFu,R
167,BeforeCombat,3,167,新确诊鼠鼠,我也说不清。我就坐在那里。,BathHouse,PatientHamsternormal,L
168,BeforeCombat,3,168,新确诊鼠鼠,后来我开始查资料。越查越觉得自己什么都不懂。,BathHouse,PatientHamstersad,L
169,BeforeCombat,3,169,新确诊鼠鼠,有时候查着查着就烦了，把手机扔一边。过一会儿又捡起来，怕漏了什么。,BathHouse,PatientHamstersad,L
170,BeforeCombat,3,170,金嫂,脚都进门了，心还在门口站着呢。,BathHouse,Jinsao_portrait,L
171,BeforeCombat,3,171,新确诊鼠鼠,……嗯。一边想弄明白，一边不想面对。,BathHouse,PatientHamstersad,L
172,BeforeCombat,3,172,新确诊鼠鼠,我怕控制不好，怕别人的眼光，怕有一天……自己撑不住。,BathHouse,PatientHamstersad,L
173,BeforeCombat,3,173,系统,这只鼠鼠的负面情绪已经清晰的展现在了你的眼前。,BathHouse,none,L
174,BeforeCombat,3,174,系统,一团细细密密的东西慢慢浮了出来。,BathHouse,none,L
175,BeforeCombat,3,175,系统,加油呀！！,BathHouse,none,L
176,BeforeCombat,3,176,小福,（那是……）,BathHouse,XiaoFu,R
177,BeforeCombat,3,177,系统,这是你将要面对的，在工作日的最后出现的敌人！,BathHouse,none,L
178,AfterCombat,3,178,新确诊鼠鼠,呼……刚才好像做了一个很长的梦。,BathHouse,PatientHamsternormal,L
179,AfterCombat,3,179,小福,梦到什么了？,BathHouse,XiaoFu,R
180,AfterCombat,3,180,新确诊鼠鼠,好多线……缠在一起。后来好像有人帮我松了松。,BathHouse,PatientHamsternormal,L
181,AfterCombat,3,181,金嫂,松了一点就好。不用一下子全解开。,BathHouse,Jinsao_portrait,L
182,AfterCombat,3,182,新确诊鼠鼠,……嗯。,BathHouse,PatientHamsternormal,L
183,AfterCombat,3,183,新确诊鼠鼠,我还是怕。,BathHouse,PatientHamsternormal,L
184,AfterCombat,3,184,小福,嗯。,BathHouse,XiaoFu,R
185,AfterCombat,3,185,新确诊鼠鼠,但好像……没有那么紧了。,BathHouse,PatientHamsternormal,L
186,AfterCombat,3,186,新确诊鼠鼠,我知道，有些习惯不能完全像以前那样了。,BathHouse,PatientHamsterhappy,L
