Text_ID,StoryType,Day,Order,Speaker Name,Text,Background Image,Portrait,Side
80,Intro,2,80,金嫂,新的一天了，想用点别的东西不？过来，我给你个新工具。,BathHouse,Jinsao_portrait,L
81,Intro,2,81,小福,新工具？是什么？,BathHouse,XiaoFu,R
82,Intro,2,82,金嫂,珍珠浴球，用起来可有劲。,BathHouse,Jinsao_portrait,L
83,Intro,2,83,小福,！谢谢老板,BathHouse,XiaoFu,R
84,Intro,2,84,旁白,获得了【珍珠浴球】——解锁技能【珍珠浴球大冲洗】！战斗中按钮显示为【连击】。,BathHouse,none,L
85,BeforeCombat,2,85,小福,欢迎光临！,BathHouse,XiaoFu,R
86,BeforeCombat,2,86,医生鼠,……你好。,BathHouse,DoctorHamsternormal,L
87,BeforeCombat,2,87,小福,第一次来吗？,BathHouse,XiaoFu,R
88,BeforeCombat,2,88,医生鼠,嗯。同事说这里泡完很舒服，让我来试试。,BathHouse,DoctorHamsternormal,L
89,BeforeCombat,2,89,小福,你看起来很累。,BathHouse,XiaoFu,R
90,BeforeCombat,2,90,医生鼠,还好，就是……（低头看手机，按灭屏幕）没事。,BathHouse,DoctorHamsternormal,L
91,BeforeCombat,2,91,金嫂,（递茶）先喝口茶吧？,BathHouse,Jinsao_portrait,L
92,BeforeCombat,2,92,医生鼠,啊……好。有个患者，每天都发血糖记录给我，数字忽高忽低的，它很害怕，我在想怎么回。,BathHouse,DoctorHamsternormal,L
93,BeforeCombat,2,93,金嫂,你都下班了。,BathHouse,Jinsao_portrait,L
94,BeforeCombat,2,94,医生鼠,可是它发过来了。我不回的话，它会不会觉得我不够负责？,BathHouse,DoctorHamsternormal,L
95,BeforeCombat,2,95,小福,你每天要回很多消息吗？,BathHouse,XiaoFu,R
96,BeforeCombat,2,96,医生鼠,嗯……对。有人发血糖记录，有人问能不能吃这个那个，有人半夜说睡不着。,BathHouse,DoctorHamsternormal,L
97,BeforeCombat,2,97,医生鼠,其实我知道，有些问题不用马上回。但就是忍不住点开，怕万一漏了什么。,BathHouse,DoctorHamsternormal,L
98,BeforeCombat,2,98,医生鼠,上周有个新确诊的鼠鼠，拿着化验单问我：“医生，我是不是完了？”,BathHouse,DoctorHamsternormal,L
99,BeforeCombat,2,99,医生鼠,我当时跟它说，只要慢慢调整饮食、运动和用药，血糖是可以一点点稳下来的。,BathHouse,DoctorHamsternormal,L
100,BeforeCombat,2,100,医生鼠,它点了点头走了。但那天晚上我躺在床上一直在想——,BathHouse,DoctorHamsternormal,L
101,BeforeCombat,2,101,医生鼠,我是不是说太轻了？它会不会觉得我不当回事？还是说太重了？它会不会回去更害怕了？,BathHouse,DoctorHamstertired,L
102,BeforeCombat,2,102,金嫂,你不是怕自己没本事，你是担心那句话在它心里的重量。,BathHouse,Jinsao_portrait,L
103,BeforeCombat,2,103,医生鼠,……对。我怕的是话。怕自己哪句话没说对。,BathHouse,DoctorHamstertired,L
104,BeforeCombat,2,104,小福,患者问的问题多吗？,BathHouse,XiaoFu,R
105,BeforeCombat,2,105,医生鼠,多。同一个问题，不同的人问，同一个人反复问。,BathHouse,DoctorHamsternormal,L
106,BeforeCombat,2,106,医生鼠,“医生，这个药饭前还是饭后？”“血糖多少正常？”“我能不能吃西瓜？”“我还要吃多久？”——,BathHouse,DoctorHamsternormal,L
107,BeforeCombat,2,107,医生鼠,我知道它们只是害怕。但每回答一次，我都在想——我这次说清楚了吗？,BathHouse,DoctorHamsternormal,L
108,BeforeCombat,2,108,金嫂,你这不是手机响。是这里一直在响。（指指胸口）,BathHouse,Jinsao_portrait,L
109,BeforeCombat,2,109,医生鼠,……嗯。万一我没讲清楚，万一它没听懂，万一它因为我的话更焦虑了。,BathHouse,DoctorHamstertired,L
110,BeforeCombat,2,110,医生鼠,这些事情......堆在一起，我觉得自己喘不过气。,BathHouse,DoctorHamstertired,L
111,BeforeCombat,2,111,小福,（它看起来快喘不过气了……）,BathHouse,XiaoFu,R
112,BeforeCombat,2,112,医生鼠,什么？,BathHouse,DoctorHamsternormal,L
113,BeforeCombat,2,113,旁白,澡堂的雾气忽然变浓了......,BathHouse,none,L
114,BeforeCombat,2,114,旁白,雾气里传出细碎的声音——“医生，我是不是完了？”“你再跟我说一遍……”“我是不是没救了？”,BathHouse,none,L
