Text_ID,StoryType,Day,Order,Speaker Name,Text,Background Image,Portrait,Side
117,BeforeCombat,5,1,金嫂,小子，看你这几天没少攒钱。进了新货，去搞点好用的工具！,BathHouse,Jinsao_portrait,L
118,BeforeCombat,5,2,外卖员鼠,老板，快快快！刚刚下暴雨我送附近的地方搞得全身都湿了！我之后还要去找我女儿，能给我安排一个手速快的师傅吗？,BathHouse,lihui_waimaiyuan_jusang,L
119,BeforeCombat,5,3,金嫂,好嘞好嘞，别着急呀,BathHouse,Jinsao_portrait,L
120,BeforeCombat,5,4,小福,他身上……这团疯狂肆虐的狂风！吹得人眼睛都睁不开！,BathHouse,XiaoFu,R
121,BeforeCombat,5,5,金嫂,每天在马路上狂飙，最后这阵妖风全刮进了自己心里去咯。,BathHouse,Jinsao_portrait,L
122,BeforeCombat,5,6,金嫂,去吧，今天就当练练手速。让他停下来。,BathHouse,Jinsao_portrait,L
123,BeforeCombat,5,7,金嫂,对付这种敌人多使用眩晕技能，防止对方在一回合内攻击你多次,BathHouse,Jinsao_portrait,L
124,BeforeCombat,5,8,金嫂,噢，还要注意点，别弄乱老娘的发型。,BathHouse,Jinsao_portrait,L
125,BeforeCombat,5,9,小福,好的，老板...,BathHouse,lihui_dafu_pibei,R
126,AfterCombat,5,10,外卖员鼠,...我之前总是匆匆忙忙，我即使已经很快了，但我永远觉得我的时间不够用......,BathHouse,lihui_waimaiyuan,L
127,AfterCombat,5,11,外卖员鼠,这平台一直在更新机制，我已经不知道多少次为了赶时间闯红灯了,BathHouse,lihui_waimaiyuan,L
128,AfterCombat,5,12,外卖员鼠,我也不想逆行、在车流里穿梭，我也惜命啊，可是我之前干自己的生意...哎...不说了,BathHouse,lihui_waimaiyuan,L
129,AfterCombat,5,13,外卖员鼠,即使我现在有存款，但我也不能坐吃山空...,BathHouse,lihui_waimaiyuan,L
130,AfterCombat,5,14,外卖员鼠,我也想自由，但是这不是想干什么就干什么,BathHouse,lihui_waimaiyuan,L
131,AfterCombat,5,15,外卖员鼠,我之前的合伙失败已经让我认识到了，自由是有能力选择自己不做什么,BathHouse,lihui_waimaiyuan,L
132,AfterCombat,5,16,外卖员鼠,为了我的家人.....我不能放弃,BathHouse,lihui_waimaiyuan,L
133,AfterCombat,5,17,小福,好，永远不要放弃，但也不要忘记休息,BathHouse,lihui_waimaiyuan,L
134,AfterCombat,5,18,小福,你看停下来放松下的感觉可以吧，我这手速咋样？五星好评安排一下？,BathHouse,XiaoFu,R
135,AfterCombat,5,19,外卖员鼠,好好。,BathHouse,lihui_waimaiyuan,L
136,AfterCombat,5,20,外卖员鼠,我今天本来想着再送这一下，给我闺女买生日礼物的...（从口袋里掏出一个捏皱的小礼盒）,BathHouse,lihui_waimaiyuan,L
137,AfterCombat,5,21,小福,漂亮的发夹，你女儿一定会喜欢的！,BathHouse,XiaoFu,R
138,AfterCombat,5,22,外卖员鼠,害！结果下个大暴雨搞得浑身湿漉漉...差点就要带着一身水气回去见她了，真够蠢的。,BathHouse,lihui_waimaiyuan,L
139,AfterCombat,5,23,外卖员鼠,在你这儿洗干净了，我就要干干净净回家好好陪家人了。,BathHouse,lihui_waimaiyuan,L
140,AfterCombat,5,24,小福,这就对嘛！,BathHouse,XiaoFu,R
141,AfterCombat,5,25,外卖员鼠,老板，谢了，不用找了！（我们都在用力地活着~）,BathHouse,lihui_waimaiyuan,R
142,AfterCombat,5,26,外卖员鼠,（哼唱）我们都在用力地活着~,BathHouse,lihui_waimaiyuan,L
143,AfterCombat,5,27,金嫂,行了下次来哈！喂，不用找了是何意味，你扫码多付钱了吗?,BathHouse,Jinsao_portrait,L
144,AfterCombat,5,28,金嫂,你还真多付了，下次来给你打折啊！,BathHouse,Jinsao_portrait,L
