Text_ID,StoryType,Day,Order,Speaker Name,Text,Background Image,Portrait,Side
164,BathhouseIntro,7,1,我是旁白,连续营业了好几天。天空阴沉得像老板来巡视时的那张脸。,BathHouse,none,L
165,BeforeCombat,7,2,主管鼠,老板，来一个和上次一样的搓澡套餐！,BathHouse,lihui_zhuguan_bengkui,L
166,BeforeCombat,7,3,小福,好嘞！,BathHouse,XiaoFu,R
167,BeforeCombat,7,4,主管鼠,噢，稍等。,BathHouse,lihui_zhuguan_bengkui,L
168,BeforeCombat,7,5,主管鼠,“收到。好的。马上改...辛苦大家周末拉个会...”,BathHouse,lihui_zhuguan_bengkui,L
169,BeforeCombat,7,6,小福,他背上的紫砖在疯狂增生，这是攒了多久的怨气啊？！,BathHouse,XiaoFu,R
170,BeforeCombat,7,7,我是旁白,“客户说还是感觉不太对，周末你带底下员工再出三版方案对比下吧。’’,BathHouse,none,none
171,BeforeCombat,7,8,主管鼠,出你大爷的方案...凭什么每次都是我装孙子去压榨员工啊...,BathHouse,lihui_zhuguan_bengkui,L
172,BeforeCombat,7,9,金嫂,糟了！这孙子，怨气快把老娘的招牌熏黑了！快阻止他！,BathHouse,Jinsao_portrait,L
173,AfterCombat,7,10,金嫂,巨大的负能量化作厚重的瓷砖护甲，小福被压得喘不过气...,BathHouse,Jinsao_portrait,L
174,Ending,7,11,我是旁白,小福，你这几天真的很努力了……,BathHouse,none,none
175,Ending,7,12,我是旁白,你洗净了城市里很多人的疲惫，擦去了大家的迷茫……这座城市因为你，已经变得温暖了许多。,BathHouse,none,none
176,Ending,7,13,我是旁白,面对如此巨大的敌人，你可能确实力不从心。但是别忘了，在这里，你从来不是一个人在战斗。,BathHouse,none,none
177,Ending,7,14,我是旁白,... ...,BathHouse,none,none
178,Ending,7,15,金嫂,起开！一个月两千的工资，还真把自己当救世主了？,BathHouse,Jinsao_portrait,L
179,Ending,7,16,金嫂,敢砸老娘的场子？！你赔得起这大理石地砖吗！吃老娘一记！,BathHouse,Jinsao_portrait,L
180,Ending,7,17,我是旁白,一记金光闪烁的暴力连击劈头盖脸地落下！庞大的聚合体彻底粉碎。,BathHouse,none,none
181,Ending,7,18,主管鼠,呜呜呜……,BathHouse,lihui_zhuguan_ku,L
182,Ending,7,19,主管鼠,我太累了……我每天装得像个没有感情的狠人，可我连个完整的周末都没过过……,BathHouse,lihui_zhuguan_ku,L
183,Ending,7,20,主管鼠,我也不想半夜给他们打电话，可是，我不逼他们，老板就逼死我...,BathHouse,lihui_zhuguan_ku,L
184,Ending,7,21,主管鼠,上周我妈住院，都只敢请半天假...,BathHouse,lihui_zhuguan_ku,L
185,Ending,7,22,小福,哎，哭出来就好。,BathHouse,XiaoFu,R
186,Ending,7,23,小福,这里只有舒服的热水，没你的KPI。你要是愿意，在这池子里泡发了都没人管你。,BathHouse,XiaoFu,R
187,Ending,7,24,我是旁白,“怎么不回话？方案进度呢？”,BathHouse,none,none
188,Ending,7,25,主管鼠,我这个年纪未婚未育，为啥要这么累？,BathHouse,lihui_zhuguan_weixiao,L
189,Ending,7,26,主管鼠,连个厕所单间都买不起，还要拖着随时猝死的身子为老板的保时捷首付拼命？,BathHouse,lihui_zhuguan_weixiao,L
190,Ending,7,27,主管鼠,我真是贱得慌。,BathHouse,lihui_zhuguan_weixiao,L
191,Ending,7,28,主管鼠,“该需求纯属放屁，如有异议，请去地府找阎王对峙。团队已断网，周一见。”,BathHouse,lihui_zhuguan_weixiao,L
192,Ending,7,29,主管鼠,（打开部门群，@了实习生鼠鼠）“周末好好休息，谁敢加班扣谁工资。”,BathHouse,lihui_zhuguan_weixiao,L
193,Ending,7,30,小福,呜呜呜...如果当时我也有这样的主管就好了。,BathHouse,lihui_dafu_ganga,R
194,Ending,7,31,金嫂,咋了，现在这儿不好吗。,BathHouse,Jinsao_portrait,L
195,Ending,7,32,小福,呵呵...没有没有...您最善解人意了。,BathHouse,lihui_dafu_ganga,R
196,Ending,7,33,金嫂,哼…接着，你的提成！,BathHouse,Jinsao_portrait,L
197,Ending,7,34,小福,（颠了颠工资袋）发工资了！我要拿着资本家的钱，去支持隔壁的地摊小火锅了！,BathHouse,XiaoFu,R
198,Ending,7,35,小福,对了，老板娘，抽烟对身体不好，可要少抽点哦。,BathHouse,XiaoFu,R
199,Ending,7,36,金嫂,？？,BathHouse,Jinsao_portrait,L
200,Ending,7,37,金嫂,哈哈哈哈...,BathHouse,Jinsao_portrait,L
201,Ending,7,38,金嫂,还知道关心我，我这是牛肉干儿！,BathHouse,Jinsao_portrait,L
202,Ending,7,39,小福,噢噢，好吧是我多虑了...,BathHouse,lihui_dafu_ganga,R
203,Ending,7,40,小福,老板娘，我下班啦！,BathHouse,lihui_dafu_richangzhuang,R
204,Ending,7,41,我是旁白,"负面情绪清洗完毕。
鼠鼠大澡堂，今日提前打烊！",BathHouse,none,none
