Text_ID,StoryType,Day,Order,Speaker Name,Text,Background Image,Portrait,Side
D5_BeforeCombat_001,BeforeCombat,5,1,金嫂,小子，看你这几天没少攒钱。进了新货，去搞点好用的工具！,BathHouse,Jinsao_portrait,Left
D5_BeforeCombat_002,BeforeCombat,5,2,外卖员鼠,老板，快快快！刚刚下暴雨我送附近的地方搞得全身都湿了！我之后还要去找我女儿，能给我安排一个手速快的师傅吗？,BathHouse,lihui_waimaiyuan_jusang,Left
D5_BeforeCombat_003,BeforeCombat,5,3,金嫂,好嘞好嘞，别着急呀,BathHouse,Jinsao_portrait,Left
D5_BeforeCombat_004,BeforeCombat,5,4,小福,他身上……这团疯狂肆虐的狂风！吹得人眼睛都睁不开！,BathHouse,XiaoFu,Right
D5_BeforeCombat_005,BeforeCombat,5,5,金嫂,每天在马路上狂飙，最后这阵妖风全刮进了自己心里去咯。,BathHouse,Jinsao_portrait,Left
D5_BeforeCombat_006,BeforeCombat,5,6,金嫂,去吧，今天就当练练手速。让他停下来。,BathHouse,Jinsao_portrait,Left
D5_BeforeCombat_007,BeforeCombat,5,7,金嫂,对付这种敌人多使用眩晕技能，防止对方在一回合内攻击你多次,BathHouse,Jinsao_portrait,Left
D5_BeforeCombat_008,BeforeCombat,5,8,金嫂,噢，还要注意点，别弄乱老娘的发型。,BathHouse,Jinsao_portrait,Left
D5_BeforeCombat_009,BeforeCombat,5,9,小福,好的，老板...,BathHouse,lihui_dafu_pibei,Right
D5_AfterCombat_001,AfterCombat,5,1,外卖员鼠,...我之前总是匆匆忙忙，我即使已经很快了，但我永远觉得我的时间不够用......,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_002,AfterCombat,5,2,外卖员鼠,平台一直改规则，我只能越跑越快。闯红灯、逆行，我也怕啊。,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_003,AfterCombat,5,3,外卖员鼠,以前的生意失败以后，我才知道，自由不是想干什么就干什么。,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_004,AfterCombat,5,4,外卖员鼠,自由是有能力选择自己不做什么。,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_005,AfterCombat,5,5,外卖员鼠,即使我现在有存款，但我也不能坐吃山空...,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_006,AfterCombat,5,6,外卖员鼠,我的身上肩负的不止我一个人......,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_007,AfterCombat,5,7,外卖员鼠,为了我的家人.....我不能放弃,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_008,AfterCombat,5,8,小福,好，永远不要放弃，但也不要忘记休息,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_009,AfterCombat,5,9,小福,你看停下来放松下的感觉可以吧，我这手速咋样？五星好评安排一下？,BathHouse,XiaoFu,Right
D5_AfterCombat_010,AfterCombat,5,10,外卖员鼠,好好。,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_011,AfterCombat,5,11,外卖员鼠,我今天本来想着再送这一下，给我闺女买生日礼物的...（从口袋里掏出一个捏皱的小礼盒）,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_012,AfterCombat,5,12,小福,漂亮的发夹，你女儿一定会喜欢的！,BathHouse,XiaoFu,Right
D5_AfterCombat_013,AfterCombat,5,13,外卖员鼠,害！结果下个大暴雨搞得浑身湿漉漉...差点就要带着一身水气回去见她了，真够蠢的。,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_014,AfterCombat,5,14,外卖员鼠,在你这儿洗干净了，我就要干干净净回家好好陪家人了。,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_015,AfterCombat,5,15,小福,这就对嘛！,BathHouse,XiaoFu,Right
D5_AfterCombat_016,AfterCombat,5,16,外卖员鼠,老板，谢了，不用找了！（我们都在用力地活着~）,BathHouse,lihui_waimaiyuan,Right
D5_AfterCombat_017,AfterCombat,5,17,外卖员鼠,（哼唱）我们都在用力地活着~,BathHouse,lihui_waimaiyuan,Left
D5_AfterCombat_018,AfterCombat,5,18,金嫂,行了下次来哈！喂，不用找了是何意味，你扫码多付钱了吗?,BathHouse,Jinsao_portrait,Left
D5_AfterCombat_019,AfterCombat,5,19,金嫂,你还真多付了，下次来给你打折啊！,BathHouse,Jinsao_portrait,Left
